,customer_id,call_failure,complaints,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,churn
769,769,1,0,32,0,7508,121,376,42,2,Pay as you go,active,25,2035.305,False
770,770,5,0,32,0,11465,148,3,46,3,Pay as you go,active,30,476.52,False
771,771,6,0,32,0,6718,69,100,36,2,Pay as you go,active,25,755.415,False
772,772,21,1,28,0,955,41,8,16,2,Pay as you go,non-active,25,80.82,True
773,773,19,0,31,7,10435,87,0,41,4,Pay as you go,active,45,263.05,False
774,774,11,0,31,0,5818,92,18,23,2,Pay as you go,active,25,346.95,True
775,775,0,0,29,0,2840,16,0,13,3,Pay as you go,active,30,114.24,False
776,776,7,1,30,0,2990,35,1,15,2,Pay as you go,non-active,25,140.625,True
777,777,7,1,31,0,2268,38,26,30,3,Pay as you go,non-active,30,196.24,True
778,778,0,1,31,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,True
779,779,0,0,31,0,1668,19,0,5,3,Pay as you go,active,30,67.48,False
780,780,1,0,28,0,6785,91,6,21,4,Pay as you go,active,45,186.9,False
781,781,0,0,31,0,628,1,1,3,4,Pay as you go,non-active,45,18.225,True
782,782,0,0,31,0,338,5,0,1,4,Pay as you go,active,45,8.575,False
783,783,23,0,26,2,16075,232,0,79,2,Pay as you go,active,25,733.815,False
784,784,4,0,29,2,6965,110,263,32,2,contractual,active,25,1501.875,False
785,785,0,0,31,0,3718,76,0,27,2,Pay as you go,active,25,170.73,False
786,786,1,0,30,0,1665,38,30,19,3,Pay as you go,non-active,30,188.12,False
787,787,4,0,31,0,2780,47,167,22,2,Pay as you go,active,25,878.715,False
788,788,2,0,22,0,1315,30,185,10,2,contractual,active,25,893.025,False
789,789,2,0,21,0,1568,33,22,67,4,Pay as you go,active,45,95.025,False
790,790,9,0,22,0,700,19,2,6,2,Pay as you go,non-active,25,41.355,False
791,791,0,0,21,0,825,4,13,2,4,Pay as you go,non-active,45,53.225,False
792,792,8,0,20,0,1225,26,11,12,2,Pay as you go,active,25,105.795,False
793,793,0,0,20,0,3225,55,0,22,3,Pay as you go,active,30,131.2,False
794,794,0,0,13,0,1695,20,20,13,2,Pay as you go,active,25,167.175,False
795,795,14,0,12,0,6392,135,77,41,1,contractual,active,15,782.485,False
796,796,10,0,10,0,8932,165,65,39,4,Pay as you go,active,45,389.925,False
797,797,6,0,11,2,2852,39,23,18,3,Pay as you go,active,30,207.64,False
798,798,0,0,4,0,4390,34,207,9,3,Pay as you go,active,30,1004.96,False
799,799,1,0,4,0,1487,13,0,6,2,Pay as you go,active,25,67.5,True
800,800,10,0,43,1,4370,77,13,18,3,Pay as you go,active,30,229.88,False
801,801,2,0,44,0,318,11,15,5,3,Pay as you go,non-active,30,73.16,False
802,802,12,0,42,1,2453,66,367,25,3,Pay as you go,active,30,1568.76,False
803,803,12,0,43,1,4198,72,9,36,1,Pay as you go,active,15,284.35,False
804,804,5,0,43,1,2393,64,10,34,2,Pay as you go,active,25,155.565,False
805,805,13,0,43,2,3775,88,40,29,3,Pay as you go,active,30,314.52,False
806,806,6,0,43,1,2360,45,293,19,4,Pay as you go,active,45,792.625,False
807,807,15,0,42,3,9115,127,152,44,3,Pay as you go,active,30,977.68,False
808,808,9,0,43,1,13773,175,8,45,3,Pay as you go,active,30,589.92,False
809,809,9,0,43,2,4515,89,10,26,3,Pay as you go,active,30,224.16,False
810,810,8,0,43,1,5918,101,15,13,3,Pay as you go,active,30,300.76,False
811,811,11,1,43,0,2238,60,16,18,3,Pay as you go,non-active,30,155.92,False
812,812,27,0,43,4,15140,231,62,33,3,Pay as you go,active,30,862.84,False
813,813,6,0,43,2,3095,33,491,9,4,Pay as you go,active,45,1305.7,False
814,814,11,0,42,1,15485,188,158,31,2,Pay as you go,active,25,1416.285,False
815,815,5,0,42,2,6500,92,194,27,3,Pay as you go,active,30,1039.68,False
816,816,2,0,42,0,875,20,8,12,2,Pay as you go,non-active,25,76.275,False
817,817,4,0,43,0,710,20,21,9,3,Pay as you go,non-active,30,113.2,False
818,818,0,0,42,0,0,0,8,0,2,Pay as you go,non-active,25,36.0,True
819,819,5,0,42,1,7508,133,392,44,3,Pay as you go,active,30,1873.64,False
820,820,9,0,42,2,11465,160,19,48,4,Pay as you go,active,45,338.125,False
821,821,10,0,42,2,6718,81,116,38,2,Pay as you go,active,25,827.955,False
822,822,25,1,38,0,955,53,24,18,3,Pay as you go,non-active,30,136.32,True
823,823,23,0,41,9,10435,99,9,43,5,contractual,active,55,171.51,False
824,824,15,0,41,2,5818,104,34,25,3,Pay as you go,active,30,372.88,False
825,825,3,0,39,1,2840,28,8,15,3,Pay as you go,active,30,146.72,False
826,826,11,0,40,0,2990,47,17,17,3,Pay as you go,non-active,30,189.48,True
827,827,11,1,41,0,2268,50,42,32,4,Pay as you go,non-active,45,162.95,True
828,828,2,0,41,0,133,8,8,3,3,Pay as you go,non-active,30,37.64,True
829,829,3,0,41,1,1668,31,8,7,4,Pay as you go,active,45,62.475,False
830,830,5,0,38,2,6785,103,22,23,5,Pay as you go,active,55,136.32,False
831,831,2,0,41,0,628,13,17,5,4,Pay as you go,non-active,45,58.525,True
832,832,2,0,41,2,338,10,12,3,5,Pay as you go,active,55,23.22,False
833,833,27,0,36,4,16075,244,8,81,2,Pay as you go,active,25,770.355,False
834,834,8,0,39,4,6965,122,279,34,3,contractual,active,30,1399.48,False
835,835,4,0,41,1,3718,88,10,29,3,Pay as you go,active,30,192.24,False
836,836,5,0,40,0,1665,50,46,21,4,Pay as you go,non-active,45,157.875,False
837,837,8,0,41,1,2780,59,183,24,2,Pay as you go,active,25,951.255,False
838,838,6,1,32,2,1315,42,201,12,3,contractual,active,30,858.28,True
839,839,6,0,31,1,1568,45,38,69,5,Pay as you go,active,55,81.195,False
840,840,13,0,32,0,700,31,18,8,3,Pay as you go,non-active,30,101.24,False
841,841,2,0,31,0,825,16,29,4,4,Pay as you go,non-active,45,93.525,False
842,842,12,0,30,1,1225,38,27,14,2,Pay as you go,active,25,178.335,False
843,843,4,0,30,1,3225,67,16,24,3,Pay as you go,active,30,195.68,False
844,844,4,0,23,1,1695,32,36,15,3,Pay as you go,active,30,213.08,False
845,845,18,0,22,2,6392,147,93,43,2,contractual,active,25,712.755,False
846,846,14,0,20,1,8932,177,81,41,5,Pay as you go,active,55,258.135,False
847,847,10,0,21,4,2852,51,39,20,3,Pay as you go,active,30,272.12,False
848,848,4,0,14,2,4390,46,223,11,3,Pay as you go,active,30,1069.44,False
849,849,5,1,14,2,1487,25,8,8,3,Pay as you go,active,30,92.48,True
850,850,14,0,39,1,5080,82,30,17,3,Pay as you go,active,30,326.48,False
851,851,6,0,40,0,1028,16,15,4,3,Pay as you go,non-active,30,101.76,False
852,852,16,0,38,1,3163,71,367,24,3,Pay as you go,active,30,1597.36,False
853,853,16,0,39,1,4908,77,9,35,1,Pay as you go,active,15,323.675,False
854,854,9,0,39,1,3103,69,10,33,2,Pay as you go,active,25,187.74,False
855,855,17,0,39,2,4485,93,40,28,3,Pay as you go,active,30,343.12,False
856,856,10,0,39,1,3070,50,293,18,3,Pay as you go,active,30,1296.8,False
857,857,19,0,38,3,9825,132,152,43,3,Pay as you go,active,30,1006.28,False
858,858,13,0,39,1,14483,180,8,44,3,Pay as you go,active,30,618.52,False
859,859,13,0,39,2,5225,94,10,25,3,Pay as you go,active,30,252.76,False
860,860,12,0,39,1,6628,106,15,12,3,Pay as you go,active,30,329.36,False
861,861,15,0,39,0,2948,65,16,17,3,Pay as you go,non-active,30,184.52,False
862,862,31,1,39,4,15850,236,62,32,3,Pay as you go,active,30,891.44,False
863,863,10,0,39,2,3805,38,491,8,3,Pay as you go,active,30,2117.72,False
864,864,15,0,38,1,16195,193,158,30,2,Pay as you go,active,25,1448.46,False
865,865,9,0,38,2,7210,97,194,26,3,Pay as you go,active,30,1068.28,False
866,866,6,0,38,0,1585,25,8,11,2,Pay as you go,non-active,25,108.45,False
867,867,8,0,39,0,1420,25,21,8,3,Pay as you go,non-active,30,141.8,False
868,868,6,0,38,0,710,11,8,2,2,Pay as you go,non-active,25,68.445,True
869,869,9,0,38,1,8218,138,392,43,3,Pay as you go,active,30,1902.24,False
870,870,13,0,38,2,12175,165,19,47,4,Pay as you go,active,45,356.0,False
871,871,14,0,38,2,7428,86,116,37,2,Pay as you go,active,25,860.13,False
872,872,29,1,34,0,1665,58,24,17,3,Pay as you go,non-active,30,164.92,True
873,873,27,0,37,9,11145,104,9,42,5,contractual,active,55,182.235,False
874,874,19,0,37,2,6528,109,34,24,2,Pay as you go,active,25,451.665,False
875,875,7,0,35,1,3550,33,8,14,3,Pay as you go,active,30,175.32,False
876,876,15,1,36,0,3700,52,17,16,3,Pay as you go,non-active,30,218.08,True
877,877,15,1,37,0,2978,55,42,31,3,Pay as you go,non-active,30,289.32,True
878,878,6,0,37,0,843,13,8,2,3,Pay as you go,non-active,30,66.24,True
879,879,7,0,37,1,2378,36,8,6,4,Pay as you go,active,45,80.35,False
880,880,9,0,34,2,7495,108,22,22,5,Pay as you go,active,55,147.045,False
881,881,6,1,37,0,1338,18,17,4,4,Pay as you go,non-active,45,76.4,True
882,882,6,0,37,2,1048,15,12,2,5,Pay as you go,active,55,33.945,False
883,883,31,1,32,4,16785,249,8,80,2,Pay as you go,active,25,802.53,False
884,884,12,1,35,4,7675,127,279,33,3,contractual,active,30,1428.08,False
885,885,8,0,37,1,4428,93,10,28,3,Pay as you go,active,30,220.84,False
886,886,9,0,36,0,2375,55,46,20,3,Pay as you go,non-active,30,281.2,False
887,887,12,0,37,1,3490,64,183,23,2,Pay as you go,active,25,983.43,False
888,888,10,0,28,2,2025,47,201,11,3,contractual,active,30,886.88,False
889,889,10,0,27,1,2278,50,38,68,4,Pay as you go,active,45,153.2,False
890,890,17,0,28,0,1410,36,18,7,3,Pay as you go,non-active,30,129.84,False
891,891,6,0,27,0,1535,21,29,3,4,Pay as you go,non-active,45,111.4,False
892,892,16,0,26,1,1935,43,27,13,2,Pay as you go,active,25,210.51,False
893,893,8,0,26,1,3935,72,16,23,3,Pay as you go,active,30,224.28,False
894,894,8,0,19,1,2405,37,36,14,2,Pay as you go,active,25,271.89,False
895,895,22,0,18,2,7102,152,93,42,2,contractual,active,25,744.93,False
896,896,18,0,16,1,9642,182,81,40,5,Pay as you go,active,55,268.86,False
897,897,14,0,17,4,3562,56,39,19,3,contractual,active,30,300.72,False
898,898,8,0,10,2,5100,51,223,10,3,Pay as you go,active,30,1098.04,False
899,899,9,0,10,2,2197,30,8,7,3,Pay as you go,active,30,121.08,True
900,900,2,0,37,0,3660,60,0,17,2,Pay as you go,active,25,167.4,False
901,901,0,0,38,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,False
902,902,4,0,36,0,1743,49,334,24,2,Pay as you go,active,25,1583.64,False
903,903,4,0,37,0,3488,55,0,35,1,Pay as you go,active,15,194.865,False
904,904,0,0,37,0,1683,47,0,33,1,Pay as you go,active,15,95.15,False
905,905,5,0,37,0,3065,71,7,28,3,Pay as you go,active,30,153.44,False
906,906,0,0,37,0,1650,28,260,18,3,Pay as you go,active,30,1107.12,False
907,907,7,0,36,1,8405,110,119,43,3,Pay as you go,active,30,816.6,False
908,908,1,0,37,0,13063,158,0,44,3,Pay as you go,active,30,528.84,False
909,909,1,0,37,0,3805,72,0,25,3,Pay as you go,active,30,155.08,False
910,910,0,0,37,0,5208,84,0,12,2,Pay as you go,active,25,238.14,False
911,911,3,0,37,0,1528,43,0,17,3,Pay as you go,non-active,30,62.84,False
912,912,19,0,37,2,14430,214,29,32,3,Pay as you go,active,30,701.76,False
913,913,0,0,37,0,2385,16,458,8,3,Pay as you go,active,30,1928.04,False
914,914,3,0,36,0,14775,171,125,30,2,Pay as you go,active,25,1235.07,False
915,915,0,0,36,0,5790,75,161,26,3,Pay as you go,active,30,878.6,False
916,916,0,0,36,0,165,3,0,11,2,Pay as you go,non-active,25,7.56,False
917,917,0,0,37,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,False
918,918,0,0,36,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,True
919,919,0,0,36,0,6798,116,359,43,2,Pay as you go,active,25,1926.63,False
920,920,1,0,36,0,10755,143,0,47,3,Pay as you go,active,30,435.92,False
921,921,2,0,36,0,6008,64,83,37,2,Pay as you go,active,25,646.74,False
922,922,17,0,32,0,245,36,0,17,2,Pay as you go,non-active,25,12.645,True
923,923,15,0,35,7,9725,82,0,42,4,Pay as you go,active,45,245.175,False
924,924,7,0,35,0,5108,87,1,24,2,Pay as you go,active,25,238.275,True
925,925,0,0,33,0,2130,11,0,14,3,Pay as you go,active,30,85.64,False
926,926,3,1,34,0,2280,30,0,16,2,Pay as you go,non-active,25,103.95,True
927,927,3,0,35,0,1558,33,9,31,3,Pay as you go,non-active,30,99.64,True
928,928,0,0,35,0,0,0,0,0,3,Pay as you go,non-active,30,0.0,True
929,929,0,0,35,0,958,14,0,6,3,Pay as you go,active,30,38.88,False
930,930,0,0,32,0,6075,86,0,22,4,Pay as you go,active,45,154.025,False
931,931,0,0,35,0,0,0,0,0,4,Pay as you go,non-active,45,0.0,True
932,932,0,0,35,0,0,0,0,0,5,Pay as you go,active,55,0.0,False
933,933,19,0,30,2,15365,227,0,80,2,Pay as you go,active,25,701.64,False
934,934,0,0,33,2,6255,105,246,33,2,contractual,active,25,1393.2,False
935,935,0,0,35,0,3008,71,0,28,2,Pay as you go,active,25,138.555,False
936,936,0,0,34,0,955,33,13,20,3,Pay as you go,non-active,30,91.52,False
937,937,0,0,35,0,2070,42,150,23,2,Pay as you go,active,25,770.04,False
938,938,0,0,26,0,605,25,168,11,2,contractual,active,25,784.35,False
939,939,0,0,25,0,858,28,5,68,4,Pay as you go,active,45,34.65,False
940,940,0,0,26,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,False
941,941,0,0,25,0,0,0,0,0,4,Pay as you go,non-active,45,0.0,False
942,942,4,0,24,0,515,21,0,13,2,Pay as you go,active,25,24.12,False
943,943,0,0,24,0,2515,50,0,23,3,Pay as you go,active,30,102.6,False
944,944,0,0,17,0,985,15,3,14,2,Pay as you go,active,25,58.5,False
945,945,10,0,16,0,5682,130,60,42,1,contractual,active,15,649.66,False
946,946,6,0,14,0,8222,160,48,40,4,Pay as you go,active,45,329.55,False
947,947,2,0,15,2,2142,34,6,19,3,Pay as you go,active,30,111.04,False
948,948,0,0,8,0,3680,29,190,10,3,Pay as you go,active,30,908.36,False
949,949,0,0,8,0,777,8,0,7,3,Pay as you go,active,30,31.4,True
950,950,8,0,38,0,4370,71,5,17,3,Pay as you go,active,30,197.64,False
951,951,0,0,39,0,318,5,7,4,2,Pay as you go,non-active,25,46.035,False
952,952,10,0,37,0,2453,60,359,24,3,Pay as you go,active,30,1536.52,False
953,953,10,0,38,0,4198,66,1,35,1,Pay as you go,active,15,240.02,False
954,954,3,0,38,0,2393,58,2,33,1,Pay as you go,active,15,145.805,False
955,955,11,0,38,1,3775,82,32,28,3,Pay as you go,active,30,282.28,False
956,956,4,0,38,0,2360,39,285,18,3,Pay as you go,active,30,1235.96,False
957,957,13,0,37,2,9115,121,144,43,3,Pay as you go,active,30,945.44,False
958,958,7,0,38,0,13773,169,0,44,3,Pay as you go,active,30,557.68,False
959,959,7,0,38,1,4515,83,2,25,3,Pay as you go,active,30,191.92,False
960,960,6,0,38,0,5918,95,7,12,3,Pay as you go,active,30,268.52,False
961,961,9,1,38,0,2238,54,8,17,3,Pay as you go,non-active,30,123.68,False
962,962,25,0,38,3,15140,225,54,32,3,Pay as you go,active,30,830.6,False
963,963,4,0,38,1,3095,27,483,8,3,Pay as you go,active,30,2056.88,False
964,964,9,0,37,0,15485,182,150,30,2,Pay as you go,active,25,1380.015,False
965,965,3,0,37,1,6500,86,186,26,3,Pay as you go,active,30,1007.44,False
966,966,0,0,37,0,875,14,0,11,2,Pay as you go,non-active,25,40.005,False
967,967,2,0,38,0,710,14,13,8,3,Pay as you go,non-active,30,80.96,False
968,968,0,0,37,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,True
969,969,3,0,37,0,7508,127,384,43,2,Pay as you go,active,25,2071.575,False
970,970,7,0,37,1,11465,154,11,47,4,Pay as you go,active,45,317.975,False
971,971,8,0,37,1,6718,75,108,37,2,Pay as you go,active,25,791.685,False
972,972,23,0,33,0,955,47,16,17,2,Pay as you go,non-active,25,117.09,True
973,973,21,1,36,8,10435,93,1,42,5,Pay as you go,active,55,159.42,False
974,974,13,0,36,1,5818,98,26,24,2,Pay as you go,active,25,383.22,True
975,975,1,0,34,0,2840,22,0,14,3,Pay as you go,active,30,114.48,False
976,976,9,1,35,0,2990,41,9,16,3,Pay as you go,non-active,30,157.24,True
977,977,9,0,36,0,2268,44,34,31,3,Pay as you go,non-active,30,228.48,True
978,978,0,0,36,0,133,2,0,2,3,Pay as you go,non-active,30,5.4,True
979,979,1,0,36,0,1668,25,0,6,3,Pay as you go,active,30,67.72,False
980,980,3,0,33,1,6785,97,14,22,5,Pay as you go,active,55,124.23,False
981,981,0,0,36,0,628,7,9,4,4,Pay as you go,non-active,45,38.375,True
982,982,0,0,36,1,338,4,4,2,5,Pay as you go,active,55,11.13,False
983,983,25,0,31,3,16075,238,0,80,2,Pay as you go,active,25,734.085,False
984,984,6,0,34,3,6965,116,271,33,2,contractual,active,25,1538.145,False
985,985,2,0,36,0,3718,82,2,28,2,Pay as you go,active,25,180.0,False
986,986,3,0,35,0,1665,44,38,20,3,Pay as you go,non-active,30,220.36,False
987,987,6,0,36,0,2780,53,175,23,2,Pay as you go,active,25,914.985,False
988,988,4,1,27,1,1315,36,193,11,2,contractual,active,25,929.295,True
989,989,4,0,26,0,1568,39,30,68,4,Pay as you go,active,45,115.175,False
990,990,11,0,27,0,700,25,10,7,2,Pay as you go,non-active,25,77.625,False
991,991,0,0,26,0,825,10,21,3,4,Pay as you go,non-active,45,73.375,False
992,992,10,0,25,0,1225,32,19,13,2,Pay as you go,active,25,142.065,False
993,993,2,0,25,0,3225,61,8,23,3,Pay as you go,active,30,163.44,False
994,994,2,0,18,0,1695,26,28,14,2,Pay as you go,active,25,203.445,False
995,995,16,0,17,1,6392,141,85,42,2,contractual,active,25,676.485,False
996,996,12,0,15,0,8932,171,73,40,4,Pay as you go,active,45,410.075,False
997,997,8,0,16,3,2852,45,31,19,3,Pay as you go,active,30,239.88,False
998,998,2,0,9,1,4390,40,215,10,3,Pay as you go,active,30,1037.2,False
999,999,3,0,9,1,1487,19,0,7,3,Pay as you go,active,30,60.24,True
1000,1000,8,0,38,0,4370,71,5,17,3,Pay as you go,active,30,197.64,False
1001,1001,0,0,39,0,318,5,7,4,2,Pay as you go,non-active,25,46.035,False
1002,1002,10,0,37,0,2453,60,359,24,3,Pay as you go,active,30,1536.52,False
1003,1003,10,0,38,0,4198,66,1,35,1,Pay as you go,active,15,240.02,False
1004,1004,3,0,38,0,2393,58,2,33,1,Pay as you go,active,15,145.805,False
1005,1005,11,0,38,1,3775,82,32,28,3,Pay as you go,active,30,282.28,False
1006,1006,4,0,38,0,2360,39,285,18,3,Pay as you go,active,30,1235.96,False
1007,1007,13,0,37,2,9115,121,144,43,3,Pay as you go,active,30,945.44,False
1008,1008,7,0,38,0,13773,169,0,44,3,Pay as you go,active,30,557.68,False
1009,1009,7,0,38,1,4515,83,2,25,3,Pay as you go,active,30,191.92,False
1010,1010,6,0,38,0,5918,95,7,12,3,Pay as you go,active,30,268.52,False
1011,1011,9,1,38,0,2238,54,8,17,3,Pay as you go,non-active,30,123.68,False
1012,1012,25,0,38,3,15140,225,54,32,3,Pay as you go,active,30,830.6,False
1013,1013,4,0,38,1,3095,27,483,8,3,Pay as you go,active,30,2056.88,False
1014,1014,9,0,37,0,15485,182,150,30,2,Pay as you go,active,25,1380.015,False
1015,1015,3,0,37,1,6500,86,186,26,3,Pay as you go,active,30,1007.44,False
1016,1016,0,0,37,0,875,14,0,11,2,Pay as you go,non-active,25,40.005,False
1017,1017,2,0,38,0,710,14,13,8,3,Pay as you go,non-active,30,80.96,False
1018,1018,0,0,37,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,True
1019,1019,3,0,37,0,7508,127,384,43,2,Pay as you go,active,25,2071.575,False
1020,1020,7,0,37,1,11465,154,11,47,4,Pay as you go,active,45,317.975,False
1021,1021,8,0,37,1,6718,75,108,37,2,Pay as you go,active,25,791.685,False
1022,1022,23,1,33,0,955,47,16,17,2,Pay as you go,non-active,25,117.09,True
1023,1023,21,0,36,8,10435,93,1,42,5,Pay as you go,active,55,159.42,False
1024,1024,13,1,36,1,5818,98,26,24,2,Pay as you go,active,25,383.22,True
1025,1025,1,0,34,0,2840,22,0,14,3,Pay as you go,active,30,114.48,False
1026,1026,9,0,35,0,2990,41,9,16,3,Pay as you go,non-active,30,157.24,True
1027,1027,9,0,36,0,2268,44,34,31,3,Pay as you go,non-active,30,228.48,True
1028,1028,0,0,36,0,133,2,0,2,3,Pay as you go,non-active,30,5.4,True
1029,1029,1,0,36,0,1668,25,0,6,3,Pay as you go,active,30,67.72,False
1030,1030,3,0,33,1,6785,97,14,22,5,Pay as you go,active,55,124.23,False
1031,1031,0,0,36,0,628,7,9,4,4,Pay as you go,non-active,45,38.375,True
1032,1032,0,0,36,1,338,4,4,2,5,Pay as you go,active,55,11.13,False
1033,1033,25,1,31,3,16075,238,0,80,2,Pay as you go,active,25,734.085,False
1034,1034,6,0,34,3,6965,116,271,33,2,contractual,active,25,1538.145,False
1035,1035,2,0,36,0,3718,82,2,28,2,Pay as you go,active,25,180.0,False
1036,1036,3,0,35,0,1665,44,38,20,3,Pay as you go,non-active,30,220.36,False
1037,1037,6,0,36,0,2780,53,175,23,2,Pay as you go,active,25,914.985,False
1038,1038,4,0,27,1,1315,36,193,11,2,contractual,active,25,929.295,False
1039,1039,4,0,26,0,1568,39,30,68,4,Pay as you go,active,45,115.175,False
1040,1040,11,0,27,0,700,25,10,7,2,Pay as you go,non-active,25,77.625,False
1041,1041,0,0,26,0,825,10,21,3,4,Pay as you go,non-active,45,73.375,False
1042,1042,10,0,25,0,1225,32,19,13,2,Pay as you go,active,25,142.065,False
1043,1043,2,0,25,0,3225,61,8,23,3,Pay as you go,active,30,163.44,False
1044,1044,2,0,18,0,1695,26,28,14,2,Pay as you go,active,25,203.445,False
1045,1045,16,0,17,1,6392,141,85,42,2,contractual,active,25,676.485,False
1046,1046,12,0,15,0,8932,171,73,40,4,Pay as you go,active,45,410.075,False
1047,1047,8,0,16,3,2852,45,31,19,3,Pay as you go,active,30,239.88,False
1048,1048,2,0,9,1,4390,40,215,10,3,Pay as you go,active,30,1037.2,False
1049,1049,3,1,9,1,1487,19,0,7,3,Pay as you go,active,30,60.24,True
1050,1050,3,0,36,0,4065,65,0,15,2,Pay as you go,active,25,185.85,False
1051,1051,0,0,37,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,False
1052,1052,5,0,35,0,2148,54,352,22,2,Pay as you go,active,25,1683.09,False
1053,1053,5,0,36,0,3893,60,0,33,1,Pay as you go,active,15,217.415,False
1054,1054,0,0,36,0,2088,52,0,31,1,Pay as you go,active,15,117.7,False
1055,1055,6,0,36,0,3470,76,25,26,2,Pay as you go,active,25,272.07,False
1056,1056,0,0,36,0,2055,33,278,16,3,Pay as you go,active,30,1195.52,False
1057,1057,8,0,35,1,8810,115,137,41,3,Pay as you go,active,30,905.0,False
1058,1058,2,0,36,0,13468,163,0,42,3,Pay as you go,active,30,545.24,False
1059,1059,2,0,36,0,4210,77,0,23,3,Pay as you go,active,30,171.48,False
1060,1060,1,0,36,0,5613,89,0,10,2,Pay as you go,active,25,256.59,False
1061,1061,4,0,36,0,1933,48,1,15,3,Pay as you go,non-active,30,83.24,False
1062,1062,20,0,36,2,14835,219,47,30,3,Pay as you go,active,30,790.16,False
1063,1063,0,0,36,0,2790,21,476,6,3,Pay as you go,active,30,2016.44,False
1064,1064,4,0,35,0,15180,176,143,28,2,Pay as you go,active,25,1334.52,False
1065,1065,0,0,35,0,6195,80,179,24,3,Pay as you go,active,30,967.0,False
1066,1066,0,0,35,0,570,8,0,9,2,Pay as you go,non-active,25,26.01,False
1067,1067,0,0,36,0,405,8,6,6,2,Pay as you go,non-active,25,45.585,False
1068,1068,0,0,35,0,0,0,0,0,2,Pay as you go,non-active,25,0.0,True
1069,1069,0,0,35,0,7203,121,377,41,2,Pay as you go,active,25,2026.08,False
1070,1070,2,0,35,0,11160,148,4,45,3,Pay as you go,active,30,468.32,False
1071,1071,3,0,35,0,6413,69,101,35,2,Pay as you go,active,25,746.19,False
1072,1072,18,0,31,0,650,41,9,15,2,Pay as you go,non-active,25,71.595,True
1073,1073,16,0,34,7,10130,87,0,40,4,Pay as you go,active,45,255.425,False
1074,1074,8,1,34,0,5513,92,19,22,2,Pay as you go,active,25,337.725,True
1075,1075,0,0,32,0,2535,16,0,12,3,Pay as you go,active,30,102.04,False
1076,1076,4,0,33,0,2685,35,2,14,2,Pay as you go,non-active,25,131.4,True
1077,1077,4,0,34,0,1963,38,27,29,3,Pay as you go,non-active,30,188.04,True
1078,1078,0,1,34,0,0,0,0,0,3,Pay as you go,non-active,30,0.0,True
1079,1079,0,0,34,0,1363,19,0,4,3,Pay as you go,active,30,55.28,False
1080,1080,0,0,31,0,6480,91,7,20,4,Pay as you go,active,45,181.775,False
1081,1081,0,0,34,0,323,1,2,2,4,Pay as you go,non-active,45,13.1,True
1082,1082,0,0,34,0,0,0,0,0,5,Pay as you go,active,55,0.0,False
1083,1083,20,0,29,2,15770,232,0,78,2,Pay as you go,active,25,720.09,False
1084,1084,1,0,32,2,6660,110,264,31,2,contractual,active,25,1492.65,False
1085,1085,0,0,34,0,3413,76,0,26,2,Pay as you go,active,25,157.005,False
1086,1086,0,0,33,0,1360,38,31,18,3,Pay as you go,non-active,30,179.92,False
1087,1087,1,0,34,0,2475,47,168,21,2,Pay as you go,active,25,869.49,False
1088,1088,0,1,25,0,1010,30,186,9,2,contractual,active,25,883.8,True
1089,1089,0,0,24,0,1263,33,23,66,4,Pay as you go,active,45,89.9,False
1090,1090,6,0,25,0,395,19,3,5,2,Pay as you go,non-active,25,32.13,False
1091,1091,0,0,24,0,520,4,14,1,4,Pay as you go,non-active,45,48.1,False
1092,1092,5,0,23,0,920,26,12,11,2,Pay as you go,active,25,96.57,False
1093,1093,0,0,23,0,2920,55,1,21,3,Pay as you go,active,30,123.0,False
1094,1094,0,0,16,0,1390,20,21,12,2,Pay as you go,active,25,157.95,False
1095,1095,11,0,15,0,6088,135,78,40,1,contractual,active,15,771.265,False
1096,1096,7,0,13,0,8628,165,66,38,4,Pay as you go,active,45,384.825,False
1097,1097,3,0,14,2,2548,39,24,17,3,Pay as you go,active,30,199.48,False
1098,1098,0,0,7,0,4085,34,208,8,3,Pay as you go,active,30,996.76,False
1099,1099,0,1,7,0,1183,13,0,5,2,Pay as you go,non-active,25,53.82,True
1100,1100,6,0,38,0,4125,68,3,17,2,Pay as you go,active,25,202.185,False
1101,1101,0,0,39,0,73,2,5,4,2,Pay as you go,active,25,25.875,False
1102,1102,8,0,37,0,2208,57,357,24,2,Pay as you go,active,25,1708.425,False
1103,1103,8,0,38,0,3953,63,0,35,1,Pay as you go,active,15,220.88,False
1104,1104,1,0,38,0,2148,55,0,33,1,Pay as you go,active,15,121.165,False
1105,1105,9,0,38,1,3530,79,30,28,3,Pay as you go,active,30,264.36,False
1106,1106,2,0,38,0,2115,36,283,18,3,Pay as you go,active,30,1218.04,False
1107,1107,11,0,37,2,8870,118,142,43,3,Pay as you go,active,30,927.52,False
1108,1108,5,0,38,0,13528,166,0,44,3,Pay as you go,active,30,547.76,False
